AGENCY,Region,Province,PCODE,Municipality,MCODE,Barangay,Intervention_type,Planned_HH,HH_served,Target_Group,Status,Start_data,Completion_date ,Comments,updated,,Combinedlookup
Food for the Hungry,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,MARABUT,86010,"Pinalangga, Ferraras, Odoc, Binukyahan, Logero, Canyoyo, Mebuhay, Panan-awan, Osema",construction materials,0,2205,home based (non-displaced),Planned (unfunded),41654,41713,0,41616,,MARABUTSAMAR (WESTERN SAMAR)
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,0,NFI - kitchen sets,0,400,home based (non-displaced),Complete,41592,41594,"Cuttlery (4 pces), knife (1 pc), plates, bowl, cups (4 pces), pots (2 pces), frying pan (1 pc)",41616,,DAANBANTAYANCEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,0,tools and tarps,0,900,home based (non-displaced),Complete,41592,41600,"Tarpaulin 4 x 6 m, rope 50 m",41616,,DAANBANTAYANCEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,0,tools and tarps,0,2000,home based (non-displaced),Complete,41600,41614,"Tarpaulin 4 x 6 m, rope 20 m, tools (hammer, saw, spade, nails)",41616,,DAANBANTAYANCEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,0,construction materials,0,3500,home based (non-displaced),Complete,41597,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,DAANBANTAYANCEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,BANTAYAN,72209,0,construction materials,0,300,home based (non-displaced),Complete,41612,41621,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,BANTAYANCEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,0,construction materials,0,400,home based (non-displaced),Complete,41612,41621,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,SANTA FECEBU
SDC,REGION VII (CENTRAL VISAYAS),CEBU,722,MADRIDEJOS,72228,0,construction materials,0,300,home based (non-displaced),Complete,41612,41621,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,MADRIDEJOSCEBU
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALBUERA,83703,0,construction materials,0,750,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,ALBUERALEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,ISABEL,83722,0,construction materials,0,700,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,ISABELLEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,0,construction materials,0,750,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,KANANGALEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,0,construction materials,0,800,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,MATAG-OBLEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,0,construction materials,0,725,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,MERIDALEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,0,construction materials,0,750,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,ORMOC CITYLEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALOMPON,83740,0,construction materials,0,775,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,PALOMPONLEYTE
SDC,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,0,construction materials,0,750,home based (non-displaced),Complete,41596,41614,"14 CGI sheets (3x8 feet, 26 gauge)
Nails (4kg 4"", 2kg 3"",2 kg Umbrella nails)
1 roof ridge (1 x 8 feet, 26 gauge)
Tools (hammer 250 g, saw 50 cm, spade, wrench)
Rope (20m)",41616,,VILLABALEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,JARO,83723,0,tarpaulins - 1 per HH,0,6345,home based (non-displaced),Complete,0,41613,0,0,,JAROLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,JARO,83723,0,NFI - household kits,0,1418,home based (non-displaced),Complete,0,41608,0,0,,JAROLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,JARO,83723,0,NFI - kitchen sets,0,800,home based (non-displaced),Complete,0,41608,0,0,,JAROLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,JARO,83723,0,construction materials,600,0,home based (non-displaced),Pipeline,41619,41625,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,JAROLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,TACLOBAN CITY (CAPITAL),#N/A,0,construction materials,3000,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,TACLOBAN CITY (CAPITAL)LEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALANGALANG,83702,0,construction materials,600,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,ALANGALANGLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,PASTRANA,83741,0,construction materials,600,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,PASTRANALEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,JARO,83723,0,Other,600,0,home based (non-displaced),Pipeline,41619,41625,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,JAROLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,TACLOBAN CITY (CAPITAL),#N/A,0,Other,3000,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,TACLOBAN CITY (CAPITAL)LEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALANGALANG,83702,0,Other,600,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,ALANGALANGLEYTE
GOAL ,REGION VIII (EASTERN VISAYAS),LEYTE,837,PASTRANA,83741,0,Other,600,0,home based (non-displaced),Planned (unfunded),41289,41320,there will be an unconditional cash grant accompanying the direct provision of construction materials ,0,,PASTRANALEYTE
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Balidbid,tools and tarps,0,484,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Hilantagaan,tools and tarps,0,890,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kinatarkan (3brgys),tools and tarps,0,1909,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,San Agustin,tools and tarps,0,730,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kaungkod,tools and tarps,0,713,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Bunakan,tools and tarps,0,593,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kodia,tools and tarps,0,503,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kangwayan,tools and tarps,0,277,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Pili,tools and tarps,0,554,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Malbago,tools and tarps,0,577,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Tubagak,tools and tarps,522,0,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Tugas,tools and tarps,442,0,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Balidbid,NFI - household kits,0,484,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Hilantagaan,NFI - household kits,0,890,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kinatarkan (3brgys),NFI - household kits,0,1909,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,San Agustin,NFI - household kits,0,730,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kaungkod,NFI - household kits,0,713,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Bunakan,NFI - household kits,0,593,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kodia,NFI - household kits,0,503,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Kangwayan,NFI - household kits,0,277,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Pili,NFI - household kits,0,554,#N/A,Complete,41593,41616,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Malbago,NFI - household kits,0,577,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Tubagak,NFI - household kits,522,0,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
Caritas Switzerland,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,Tugas,NFI - household kits,442,0,#N/A,Ongoing,41593,41623,"tools and tarps, NFI - household kits, hygiene sets, food (for 1 week)",41616,,SANTA FECEBU
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,LAWAAN,82612,"Bolusao, Guinob-An, Betaog, San Isiro, Poblacion 6, 7, 9 and 10",tools and tarps,0,1508,home based (non-displaced),Ongoing,41610,41612,0,41617,,LAWAANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,LAWAAN,82612,"Bolusao, Guinob-An, Betaog, San Isiro, Poblacion 6, 7, 9 and 10",construction materials,0,1490,home based (non-displaced),Ongoing,41610,41612,0,41618,,LAWAANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,LAWAAN,82612,"Bolusao, Guinob-An, Betaog, San Isiro, Poblacion 6, 7, 9 and 10",NFI - household kits,1783,0,home based (non-displaced),Pipeline,41613,41618,0,41619,,LAWAANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,LAWAAN,82612,"Bolusao, Guinob-An, Betaog, San Isiro, Poblacion 6, 7, 9 and 10",NFI - kitchen sets,1783,0,home based and evacuation center,Pipeline,41613,41618,0,41620,,LAWAANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,LAWAAN,82612,"Bolusao, Guinob-An, Betaog, San Isiro, Poblacion 6, 7, 9 and 10",Other,0,1490,home based and evacuation center,Ongoing,41610,41612,0,41621,,LAWAANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,"Tacla-On, Caga-ut, Santa Cruz, Carapdapan, Cantomoja, Camanga",tools and tarps,1000,0,home based (non-displaced),Ongoing,41610,41612,0,41622,,SALCEDOEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,"Tacla-On, Caga-ut, Santa Cruz, Carapdapan, Cantomoja, Camanga",construction materials,1000,0,home based (non-displaced),Ongoing,41610,41612,0,41623,,SALCEDOEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,"Tacla-On, Caga-ut, Santa Cruz, Carapdapan, Cantomoja, Camanga",NFI - household kits,1000,0,home based (non-displaced),Pipeline,41613,41618,0,41624,,SALCEDOEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,"Tacla-On, Caga-ut, Santa Cruz, Carapdapan, Cantomoja, Camanga",NFI - kitchen sets,1000,0,home based and evacuation center,Pipeline,41613,41618,0,41625,,SALCEDOEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,"Tacla-On, Caga-ut, Santa Cruz, Carapdapan, Cantomoja, Camanga",Other,1000,0,home based and evacuation center,Ongoing,41610,41612,0,41626,,SALCEDOEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,All,tools and tarps,0,3020,home based (non-displaced),Ongoing,41610,41612,0,41627,,GIPORLOSEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,All,construction materials,0,3002,home based (non-displaced),Ongoing,41610,41612,0,41628,,GIPORLOSEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,All,NFI - household kits,4236,0,home based (non-displaced),Pipeline,41613,41618,0,41629,,GIPORLOSEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,All,NFI - kitchen sets,4236,0,home based and evacuation center,Pipeline,41613,41618,0,41630,,GIPORLOSEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,All,Other,0,3002,home based and evacuation center,Ongoing,41610,41612,0,41631,,GIPORLOSEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,All,tools and tarps,0,345,home based (non-displaced),Ongoing,41610,41612,0,41632,,QUINAPONDANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,All,construction materials,0,344,home based (non-displaced),Ongoing,41610,41612,0,41633,,QUINAPONDANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,All,NFI - household kits,3674,0,home based (non-displaced),Pipeline,41613,41618,0,41634,,QUINAPONDANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,All,NFI - kitchen sets,3674,0,home based and evacuation center,Pipeline,41613,41618,0,41635,,QUINAPONDANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,All,Other,0,345,home based and evacuation center,Ongoing,41610,41612,0,41636,,QUINAPONDANEASTERN SAMAR
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,All,tools and tarps,0,11149,home based and evacuation center,Ongoing,41593,41623,0,41637,,PALOLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,All,construction materials,0,3492,home based and evacuation center,Ongoing,41593,41623,0,41638,,PALOLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,All,NFI - household kits,18301,0,home based and evacuation center,Pipeline,41613,41623,0,41639,,PALOLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,All,NFI - kitchen sets,18301,0,home based and evacuation center,Pipeline,41613,41623,0,41640,,PALOLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,All,Other,0,11149,home based and evacuation center,Ongoing,41593,41623,0,41641,,PALOLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,TOLOSA,83749,"Imelda, Opong, Quilao, San Roquet, Telegrafo, Poblacion, Dona Brigida, Olot, Tanghas, Capangihan, Malbog, Burak, Canmogsay, Cantarwis",tools and tarps,0,4337,home based and evacuation center,Complete,41593,41623,0,41642,,TOLOSALEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,TOLOSA,83749,"Imelda, Opong, Quilao, San Roquet, Telegrafo, Poblacion, Dona Brigida, Olot, Tanghas, Capangihan, Malbog, Burak, Canmogsay, Cantarwis",construction materials,0,822,home based and evacuation center,Ongoing,41593,41623,0,41643,,TOLOSALEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,TOLOSA,83749,"Imelda, Opong, Quilao, San Roquet, Telegrafo, Poblacion, Dona Brigida, Olot, Tanghas, Capangihan, Malbog, Burak, Canmogsay, Cantarwis",Other,0,4337,home based and evacuation center,Ongoing,41593,41623,0,41644,,TOLOSALEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,"Abuyogon, Anonang, Balao, Buenavista, Buri, Caanislagan, Calao, Calsadahay, Candag-on, Cansiboy, Catagbacan, District 1, District 2, District 4, District 5, District 6, District 7, District 8, District 9, Dumalog, Ilihan, Esperanza, Hapunan, Hibonawan, Hugpa West, Kaparasanan, Luguiwan, Limburan, Maabab, Maghubas, Mahagnao, Malaihao, Paghudlan, Paitan, Pangdan, Patag, Patong, Pawa, Roxas, Sambel, San Esteban, San Fernando, Tabuanon, Tagadtaran, Toloyao, Tambis, Villa Aurora, Villa Corazon, Dumulo-an, Panuloan",tools and tarps,4703,0,home based and evacuation center,Ongoing,41610,41618,0,41645,,BURAUENLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,"Abuyogon, Anonang, Balao, Buenavista, Buri, Caanislagan, Calao, Calsadahay, Candag-on, Cansiboy, Catagbacan, District 1, District 2, District 4, District 5, District 6, District 7, District 8, District 9, Dumalog, Ilihan, Esperanza, Hapunan, Hibonawan, Hugpa West, Kaparasanan, Luguiwan, Limburan, Maabab, Maghubas, Mahagnao, Malaihao, Paghudlan, Paitan, Pangdan, Patag, Patong, Pawa, Roxas, Sambel, San Esteban, San Fernando, Tabuanon, Tagadtaran, Toloyao, Tambis, Villa Aurora, Villa Corazon, Dumulo-an, Panuloan",construction materials,4703,0,home based and evacuation center,Ongoing,41610,41618,0,41646,,BURAUENLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,"Abuyogon, Anonang, Balao, Buenavista, Buri, Caanislagan, Calao, Calsadahay, Candag-on, Cansiboy, Catagbacan, District 1, District 2, District 4, District 5, District 6, District 7, District 8, District 9, Dumalog, Ilihan, Esperanza, Hapunan, Hibonawan, Hugpa West, Kaparasanan, Luguiwan, Limburan, Maabab, Maghubas, Mahagnao, Malaihao, Paghudlan, Paitan, Pangdan, Patag, Patong, Pawa, Roxas, Sambel, San Esteban, San Fernando, Tabuanon, Tagadtaran, Toloyao, Tambis, Villa Aurora, Villa Corazon, Dumulo-an, Panuloan",NFI - household kits,4703,0,home based and evacuation center,Pipeline,41616,41625,0,41647,,BURAUENLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,"Abuyogon, Anonang, Balao, Buenavista, Buri, Caanislagan, Calao, Calsadahay, Candag-on, Cansiboy, Catagbacan, District 1, District 2, District 4, District 5, District 6, District 7, District 8, District 9, Dumalog, Ilihan, Esperanza, Hapunan, Hibonawan, Hugpa West, Kaparasanan, Luguiwan, Limburan, Maabab, Maghubas, Mahagnao, Malaihao, Paghudlan, Paitan, Pangdan, Patag, Patong, Pawa, Roxas, Sambel, San Esteban, San Fernando, Tabuanon, Tagadtaran, Toloyao, Tambis, Villa Aurora, Villa Corazon, Dumulo-an, Panuloan",NFI - kitchen sets,4703,0,home based and evacuation center,Pipeline,41616,41625,0,41648,,BURAUENLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,"Abuyogon, Anonang, Balao, Buenavista, Buri, Caanislagan, Calao, Calsadahay, Candag-on, Cansiboy, Catagbacan, District 1, District 2, District 4, District 5, District 6, District 7, District 8, District 9, Dumalog, Ilihan, Esperanza, Hapunan, Hibonawan, Hugpa West, Kaparasanan, Luguiwan, Limburan, Maabab, Maghubas, Mahagnao, Malaihao, Paghudlan, Paitan, Pangdan, Patag, Patong, Pawa, Roxas, Sambel, San Esteban, San Fernando, Tabuanon, Tagadtaran, Toloyao, Tambis, Villa Aurora, Villa Corazon, Dumulo-an, Panuloan",Other,4703,0,home based and evacuation center,Ongoing,41610,41618,0,41649,,BURAUENLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,"Sumangga, Esperanza, San Isidro, Linao, Mabato, Domonar, Hugpa, Patag",tools and tarps,0,4632,home based and evacuation center,Complete,41593,41608,0,41650,,ORMOC CITYLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,"Sumangga, Esperanza, San Isidro, Linao, Mabato, Domonar, Hugpa, Patag",Other,0,4632,home based and evacuation center,Complete,41593,41608,0,41651,,ORMOC CITYLEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,"Montalegre, Libongao, San Isidro, Kawayan, Libertad, Montebella, Maghalin, Rizal",tools and tarps,0,3494,home based and evacuation center,Complete,41593,41608,0,41652,,KANANGALEYTE
CRS,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,"Montalegre, Libongao, San Isidro, Kawayan, Libertad, Montebella, Maghalin, Rizal",Other,0,3494,home based and evacuation center,Complete,41593,41608,0,41653,,KANANGALEYTE
PRCS - ICRC,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,0,#N/A,0,Other,10000,1000,#N/A,Ongoing,0,31/12/2013,"50,000 HH planned X2 tarps / HH for 11 municipalities",0,,SAMAR (WESTERN SAMAR)
PRCS - ICRC,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,0,#N/A,0,Other,40000,4000,#N/A,Ongoing,0,31/12/2014,10% complete as of Dec 1 across both Sara and Eastern Samar,0,,EASTERN SAMAR
PRCS - ICRC,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,0,#N/A,0,construction materials,1000,100,#N/A,Ongoing,0,31/12/2015,4500 contriction kits alos to distribute across 11 municipalities,0,,SAMAR (WESTERN SAMAR)
PRCS - ICRC,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,0,#N/A,0,construction materials,3500,350,#N/A,Ongoing,0,31/12/2016,0,0,,EASTERN SAMAR
PRCS - IFRC,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,"Boroc, Mahayahay, Magaswe",NFI - household kits,0,956,home based (non-displaced),Complete,0,0,0,41620,,ORMOC CITYLEYTE
